product_id,product_name,description,price,stock_quantity,category
685e2ba4fc13ae2323fa1563,Asian Stir-Fry Kit,Prepped vegetables and sauces for a quick Asian stir-fry meal.,5.49,263,Food 
685e2ba4fc13ae2323fa1564,Dog Car Seat Cover,Waterproof cover to protect car seats from pet hair and dirt.,39.99,189,Pets
685e2ba4fc13ae2323fa1565,Coconut Chips,"Crunchy, toasted coconut chips for snacking.",3.59,75,Food 
685e2ba4fc13ae2323fa1566,Digital Food Thermometer,Instant-read thermometer for accurate cooking temperatures.,19.99,210,Kitchen
685e2ba4fc13ae2323fa1567,Wrap Jumpsuit,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.,54.99,218,Clothing 
685e2ba4fc13ae2323fa1568,Bamboo Charcoal Air Purifier Bags,Natural air purifiers to absorb odors and moisture.,12.99,341,Home
685e2ba4fc13ae2323fa1569,Black Bean & Corn Salad,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",3.99,459,Food 
685e2ba4fc13ae2323fa156a,Coconut Yogurt,"Creamy yogurt made from coconut milk, dairy-free and delicious.",3.89,151,Food 
685e2ba4fc13ae2323fa156b,Whipped Cream Cheese,"Light and fluffy cream cheese, perfect for bagels or cooking.",2.99,263,Food 
685e2ba4fc13ae2323fa156c,Lemon Sorbet,Refreshing sorbet with a zesty lemon flavor.,4.99,421,Food 
685e2ba4fc13ae2323fa156d,Gluten-Free Pancake Mix,"Fluffy and delicious pancake mix, perfect for a gluten-free breakfast.",5.99,472,Food 
685e2ba4fc13ae2323fa156e,Electric Ice Cream Maker,Make delicious ice cream at home with this user-friendly machine.,59.99,438,Kitchen
685e2ba4fc13ae2323fa156f,Vintage Button-Down Shirt,A retro-style button-down shirt with a relaxed fit.,45.99,148,Clothing 
685e2ba4fc13ae2323fa1570,LED Strip Lights Kit,DIY LED strip lights with remote control.,29.99,290,Home
685e2ba4fc13ae2323fa1571,Kids Tablet,Durable tablet designed for kids with parental controls.,129.99,37,Electronics
685e2ba4fc13ae2323fa1572,Mayonnaise,"Creamy mayonnaise, perfect for salads and sandwiches.",3.29,136,Food 
685e2ba4fc13ae2323fa1573,Garlic Parmesan Roasted Nuts,"Savory, roasted nuts seasoned with garlic and parmesan.",4.89,265,Food 
685e2ba4fc13ae2323fa1574,Car Vacuum Cleaner,Compact vacuum designed specifically for cleaning vehicles.,39.99,220,Automotive
685e2ba4fc13ae2323fa1575,LED Strip Lights with Remote Control,Color-changing LED lights for home decoration with remote.,29.99,234,Home
685e2ba4fc13ae2323fa1576,Cranberry Orange Juice,Refreshing juice blend of cranberries and oranges.,2.49,211,Food 
685e2ba4fc13ae2323fa1577,Comfortable Bed Pillow,Supportive pillow designed for a good night's sleep.,24.99,108,Home
685e2ba4fc13ae2323fa1578,Chocolate Chip Muffins,Fresh baked chocolate chip muffins for breakfast.,3.99,37,Food 
685e2ba4fc13ae2323fa1579,Portable SSD,"Fast and compact external solid state drive, 1TB.",129.99,361,Storage
685e2ba4fc13ae2323fa157a,Pepper Jack Cheese Sticks,"A spicy, flavorful cheese stick great for snacks or lunchboxes.",2.49,5,Food 
685e2ba4fc13ae2323fa157b,Ice Cream,"Rich and creamy ice cream, available in various flavors.",5.99,365,Food 
685e2ba4fc13ae2323fa157c,Pet Travel Backpack Carrier,Comfortable carry for pets while hiking or traveling.,49.99,197,Pets
685e2ba4fc13ae2323fa157d,LED Flashing Pet Collar,Safety collar with flashing lights for pets during night walks.,14.99,480,Pets
685e2ba4fc13ae2323fa157e,Balsamic Fig Dressing,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",3.79,313,Food 
685e2ba4fc13ae2323fa157f,Kids' Learning Tablet,Educational tablet designed for preschool-age children.,129.99,78,Electronics
685e2ba4fc13ae2323fa1580,Sriracha Hot Chili Sauce,Spicy and tangy chili sauce for adding heat to any dish.,2.99,362,Food 
685e2ba4fc13ae2323fa1581,Coffee Capsule Dispenser,Organize coffee capsules with this stylish dispenser.,24.99,449,Kitchen
685e2ba4fc13ae2323fa1582,Teriyaki Tofu Stir-Fry,Tofu stir-fried with fresh vegetables in teriyaki sauce.,7.49,394,Food 
685e2ba4fc13ae2323fa1583,Smartphone Projector,DIY projector that magnifies your smartphone screen for movie nights.,29.99,393,Electronics
685e2ba4fc13ae2323fa1584,Portable Pet Bathing Tool,Handheld sprayer designed for washing pets easily.,29.99,74,Pets
685e2ba4fc13ae2323fa1585,Scented Candle Set,Set of soothing scented candles for relaxation and ambiance.,24.99,361,Home
685e2ba4fc13ae2323fa1586,Cilantro Lime Rice,"Easy-to-prepare rice with cilantro and lime flavors, great as a side.",2.99,163,Food 
685e2ba4fc13ae2323fa1587,Pineapple Chunks (canned),Sweet pineapple chunks in syrup.,2.29,440,Food 
685e2ba4fc13ae2323fa1588,Spicy Thai Noodles,Instant noodles with a spicy Thai sauce for quick meals.,1.99,483,Food 
685e2ba4fc13ae2323fa1589,Flavored Rice Cakes,Light and crunchy rice cakes with a variety of flavors.,2.49,221,Food 
685e2ba4fc13ae2323fa158a,Foldable Electric Scooter,Compact electric scooter for commuting and short trips.,349.99,182,Outdoor
685e2ba4fc13ae2323fa158b,Sporty Leggings,Functional leggings designed for maximum comfort during workouts.,39.99,349,Clothing 
685e2ba4fc13ae2323fa158c,Multi-Purpose Plant Care Tool,"All-in-one tool for measuring soil moisture, light, and pH.",24.99,250,Garden
685e2ba4fc13ae2323fa158d,Garlic Herb Grilled Chicken,Marinated grilled chicken breasts seasoned with garlic and herbs.,8.99,97,Food 
685e2ba4fc13ae2323fa158e,Foldable Picnic Table,Lightweight and portable picnic table for outdoor use.,49.99,483,Outdoor
685e2ba4fc13ae2323fa158f,Lemon Garlic Marinade,"A zesty marinade made with lemon juice and garlic, ideal for chicken or fish.",4.29,131,Food 
685e2ba4fc13ae2323fa1590,Smart WiFi Plug,Control appliances remotely using your smartphone.,19.99,127,Smart Home
685e2ba4fc13ae2323fa1591,Mini Air Hockey Table,Fun tabletop air hockey for home or office.,39.99,183,Toys
685e2ba4fc13ae2323fa1592,Vanilla Almond Granola,"Crunchy granola with almonds and a hint of vanilla, perfect for breakfast.",4.29,410,Food 
685e2ba4fc13ae2323fa1593,Sesame Garlic Stir-Fry Sauce,A flavorful sauce for stir-frying vegetables and meats.,2.79,462,Food 
685e2ba4fc13ae2323fa1594,Sweet Chili Dipping Sauce,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.,2.99,298,Food 
685e2ba4fc13ae2323fa1595,Buffalo Cauliflower Bites,Spicy cauliflower bites for a vegetarian snack.,6.29,365,Food 
685e2ba4fc13ae2323fa1596,Wrap Jumpsuit,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.,54.99,58,Clothing 
685e2ba4fc13ae2323fa1597,Trendy Bomber Jacket,A fashion-forward bomber jacket to elevate your casual looks.,69.99,369,Clothing 
685e2ba4fc13ae2323fa1598,Faux Fur Coat,A luxurious faux fur coat that adds glamour to any outfit.,129.99,145,Clothing 
685e2ba4fc13ae2323fa1599,Athletic Sports Bra,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric.",24.99,352,Clothing 
685e2ba4fc13ae2323fa159a,Essential White Button-Up,A classic white button-up shirt for a polished appearance.,44.99,6,Clothing 
685e2ba4fc13ae2323fa159b,Spinach and Cheese Stuffed Shells,Delicious pasta shells filled with spinach and cheese,5.99,275,Food 
685e2ba4fc13ae2323fa159c,Beef Stroganoff Meal Kit,Complete meal kit with everything needed to make beef stroganoff in under 30 minutes.,12.99,229,Food 
685e2ba4fc13ae2323fa159d,Pet Hair Remover,Effective roller for removing pet hair from furniture.,9.99,423,Pets
685e2ba4fc13ae2323fa159e,Warm Wool Sweater,Cozy wool sweater to keep you warm on chilly days.,59.99,125,Clothing 
685e2ba4fc13ae2323fa159f,Shoe Organizer,Vertical shoe rack for saving closet space.,39.99,198,Home
685e2ba4fc13ae2323fa15a0,Wooden Kitchen Utensil Set,Eco-friendly utensil set made from natural wood.,19.99,112,Kitchen
685e2ba4fc13ae2323fa15a1,Self-Stirring Mug,Automated stirring for your drinks with just a press of a button.,19.99,145,Kitchen
685e2ba4fc13ae2323fa15a2,Veggie Lovers Pizza,Frozen pizza loaded with fresh vegetables and mozzarella cheese.,8.99,127,Food 
685e2ba4fc13ae2323fa15a3,Laundry Detergent,Effective laundry detergent for a deep clean.,12.99,348,Food 
685e2ba4fc13ae2323fa15a4,Glass Food Containers,BPA-free glass containers for safe food storage.,34.99,134,Kitchen
685e2ba4fc13ae2323fa15a5,Classic Black Dress,A versatile black dress that can be styled for any occasion.,79.99,204,Clothing 
685e2ba4fc13ae2323fa15a6,Smart Doorbell,Wi-Fi enabled doorbell with HD camera and two-way audio.,119.99,330,Smart Home
685e2ba4fc13ae2323fa15a7,Multifunctional Pocket Tool,Compact pocket tool with various built-in functions.,19.99,94,Tools
685e2ba4fc13ae2323fa15a8,Fresh Cilantro,"Bright and fragrant cilantro, great for garnishes.",1.49,259,Food 
685e2ba4fc13ae2323fa15a9,Biodegradable Dog Waste Bags,Eco-friendly bags for picking up after your pet.,14.99,98,Pets
685e2ba4fc13ae2323fa15aa,Veggie Burger Patties,Delicious veggie burger patties for grilling or frying.,5.99,294,Food 
685e2ba4fc13ae2323fa15ab,Asian Salad Mix,Fresh greens and veggies for a quick Asian-inspired salad.,3.99,230,Food 
685e2ba4fc13ae2323fa15ac,Wireless Earbud Silicone Covers,Soft silicone earbud covers for comfort and fit.,9.99,383,Accessories
685e2ba4fc13ae2323fa15ad,Fitness Tracker,"Track steps, heart rate, and sleep patterns.",49.99,337,Fitness
685e2ba4fc13ae2323fa15ae,Fall-Themed Table Runner,Decorative table runner perfect for autumn gatherings.,19.99,464,Home
685e2ba4fc13ae2323fa15af,Motion Sensor Light,Battery-operated motion sensor light for safety.,19.99,260,Home
685e2ba4fc13ae2323fa15b0,Olive Oil,"Extra virgin olive oil, ideal for cooking and salads.",7.99,136,Food 
685e2ba4fc13ae2323fa15b1,Cranberry Lime Sparkling Water,Refreshing sparkling water infused with cranberry and lime flavors.,1.5,262,Food 
685e2ba4fc13ae2323fa15b2,Set of Measuring Spoons,Stainless steel measuring spoons set for cooking.,12.99,155,Kitchen
685e2ba4fc13ae2323fa15b3,Puzzle Mat,Foldable mat for jigsaw puzzle assembly.,22.99,50,Toys
685e2ba4fc13ae2323fa15b4,Eco-Friendly Cleaning Cloths,Reusable microfiber cloths for environmentally friendly cleaning.,12.99,483,Home
685e2ba4fc13ae2323fa15b5,Nutty Granola Clusters,Crunchy granola clusters mixed with nuts and honey.,2.49,424,Food 
685e2ba4fc13ae2323fa15b6,Grapes (red),"Fresh seedless red grapes, perfect for snacking.",3.49,137,Food 
685e2ba4fc13ae2323fa15b7,Sunglasses Case,Hard-shell case for protecting sunglasses.,15.99,86,Accessories
685e2ba4fc13ae2323fa15b8,Spicy BBQ Sauce,A tangy and spicy BBQ sauce that's perfect for grilling.,3.99,318,Food 
685e2ba4fc13ae2323fa15b9,Travel Pillow with Memory Foam,Ergonomically designed neck pillow for comfortable travel.,29.99,7,Travel
685e2ba4fc13ae2323fa15ba,Chicken Broth,"Rich and flavorful chicken broth, great for soups.",2.49,423,Food 
685e2ba4fc13ae2323fa15bb,Pecan Nuts,"Nutty, crunchy pecans great for baking.",6.49,409,Food 
685e2ba4fc13ae2323fa15bc,High-Speed Hand Blender,Powerful hand blender for soups and smoothies.,39.99,500,Kitchen
685e2ba4fc13ae2323fa15bd,Lemon Garlic Shrimp,"Marinated shrimp in a garlic and lemon sauce, perfect for grilling.",8.99,4,Food 
685e2ba4fc13ae2323fa15be,Dog Car Seat Cover,Waterproof cover to protect car seats from pet hair and dirt.,39.99,87,Pets
685e2ba4fc13ae2323fa15bf,Classic Pumps,Elegant classic pumps that add sophistication to any outfit.,64.99,326,Clothing 
685e2ba4fc13ae2323fa15c0,Blueberry Chia Jam,"Homemade jam made with blueberries and chia seeds, no added sugar.",4.99,67,Food 
685e2ba4fc13ae2323fa15c1,Ultra-Thin Laptop Sleeve,Sleek and protective sleeve for laptops and tablets.,19.99,493,Accessories
685e2ba4fc13ae2323fa15c2,Fitness Jump Box,Durable and adjustable jump box for effective workouts.,69.99,311,Fitness
685e2ba4fc13ae2323fa15c3,Classic Cheesecake Mix,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",4.99,392,Food 
685e2ba4fc13ae2323fa15c4,Electric Kettle,Rapid boil electric kettle with temperature control.,39.99,429,Kitchen
685e2ba4fc13ae2323fa15c5,Wine Decanter,Elegant glass decanter for aerating wine.,34.99,20,Home
685e2ba4fc13ae2323fa15c6,Motorcycle Phone Mount,Universal mount for smartphones on motorcycles.,14.99,137,Automotive
685e2ba4fc13ae2323fa15c7,LED Camping Lantern with USB Charging,Rechargeable lantern with multiple brightness settings for outdoors.,34.99,239,Outdoor
685e2ba4fc13ae2323fa15c8,Workstation Laptop Stand,Adjustable stand to improve ergonomics while working on a laptop.,49.99,85,Office
685e2ba4fc13ae2323fa15c9,Garlic and Herb Rub,A seasoning blend of garlic and herbs to enhance any dish.,2.29,151,Food 
685e2ba4fc13ae2323fa15ca,Pet Leash,Durable pet leash with comfortable handle.,15.99,36,Pets
685e2ba4fc13ae2323fa15cb,Spicy Salsa Verde,"Green salsa with a spicy kick, great for dipping.",3.49,342,Food 
685e2ba4fc13ae2323fa15cc,Heat-Resistant Silicone Mat,Protects surfaces while baking or cooking with hot items.,19.99,39,Kitchen
685e2ba4fc13ae2323fa15cd,Children's Gardening Set,Fun gardening tools designed specifically for kids.,19.99,397,Toys
685e2ba4fc13ae2323fa15ce,Maple Breakfast Sausage,Savory sausage links with a hint of maple flavor.,5.99,432,Food 
685e2ba4fc13ae2323fa15cf,Pet Grooming Gloves,Gentle grooming gloves for shedding pets.,9.99,100,Pets
685e2ba4fc13ae2323fa15d0,Spicy Avocado Salsa,"A zesty salsa made from ripe avocados, tomatoes, onions, and jalapeños, great for dipping or topping.",4.49,479,Food 
685e2ba4fc13ae2323fa15d1,Foot Spa Bath Massager,Relax and soothe tired feet with this foot spa.,59.99,143,Health
685e2ba4fc13ae2323fa15d2,Teriyaki Beef Strips,Marinated beef strips in teriyaki sauce for easy grilling.,7.49,297,Food 
685e2ba4fc13ae2323fa15d3,Portable Projector,Compact projector for movies and presentations on the go.,199.99,308,Electronics
685e2ba4fc13ae2323fa15d4,Almond Butter,Creamy almond butter made from roasted almonds.,6.49,261,Food 
685e2ba4fc13ae2323fa15d5,Savory Oatmeal Cups,"Savory oatmeal ready to eat, great for breakfast or a snack.",1.99,322,Food 
685e2ba4fc13ae2323fa15d6,Travel Orthopedic Pillow,Supportive pillow that provides comfort while traveling.,24.99,305,Travel
685e2ba4fc13ae2323fa15d7,Bamboo Cotton Tank Top,"Sustainable tank top made of bamboo cotton, offering breathability and comfort.",22.99,340,Clothing 
685e2ba4fc13ae2323fa15d8,Deluxe First Aid Kit,Comprehensive first aid kit for home and travel.,39.99,318,Health
685e2ba4fc13ae2323fa15d9,Cauliflower Gnocchi,"Soft and pillowy gnocchi made from cauliflower, perfect with sauce.",3.59,25,Food 
685e2ba4fc13ae2323fa15da,Spiced Pumpkin Soup,"A creamy pumpkin soup with a blend of warm spices, ready to heat and serve.",3.99,209,Food 
685e2ba4fc13ae2323fa15db,Hand Crank Blender,Manual blender for smoothies and mixing ingredients on the go.,18.99,123,Kitchen
685e2ba4fc13ae2323fa15dc,Apricot Jam,Sweet and tangy jam made from natural apricots.,4.29,75,Food 
685e2ba4fc13ae2323fa15dd,Mediterranean Chickpea Bowl,"Chickpeas served with olives, feta, and hummus, a healthy meal.",6.49,470,Food 
685e2ba4fc13ae2323fa15de,Laptop Backpack,Water-resistant laptop backpack with multiple compartments.,69.99,483,Accessories
685e2ba4fc13ae2323fa15df,Self-Cleaning Cat Litter Box,Automated litter box that cleans itself after each use.,199.99,410,Pets
685e2ba4fc13ae2323fa15e0,Sliced Cheese,"Assorted sliced cheese, perfect for sandwiches.",4.49,39,Food 
685e2ba4fc13ae2323fa15e1,Ice Cube Tray with Lid,Silicone tray for making ice cubes with a lid to prevent spills.,10.99,431,Kitchen
685e2ba4fc13ae2323fa15e2,Sweet and Spicy Barbecue Sauce,A flavorful barbecue sauce with a sweet and spicy kick.,3.99,207,Food 
685e2ba4fc13ae2323fa15e3,Mango Chunks,Frozen mango chunks for smoothies or snacking.,4.89,455,Food 
685e2ba4fc13ae2323fa15e4,Satin Slip Dress,Luxurious satin slip dress for an elegant evening look.,59.99,439,Clothing 
685e2ba4fc13ae2323fa15e5,Matcha Green Tea Powder,High-quality matcha for making traditional tea or lattes.,14.99,31,Food 
685e2ba4fc13ae2323fa15e6,Smart Water Bottle with Hydration Reminder,Bottle that tracks your water intake and reminds you to drink.,39.99,80,Fitness
685e2ba4fc13ae2323fa15e7,Floral Wrap Top,A feminine wrap top with a beautiful floral print.,49.99,417,Clothing 
685e2ba4fc13ae2323fa15e8,Thai Coconut Curry Sauce,A rich coconut curry sauce perfect for simmering vegetables or meats.,3.99,398,Food 
685e2ba4fc13ae2323fa15e9,Relaxed Fit Henley Shirt,"A comfortable henley shirt made of soft cotton, perfect for casual outings.",29.99,500,Clothing 
685e2ba4fc13ae2323fa15ea,Caramelized Onion Dip,"Creamy dip made with caramelized onions, perfect for chips or veggies.",3.99,218,Food 
685e2ba4fc13ae2323fa15eb,Luxury Memory Foam Mattress Topper,Adds extra comfort to your mattress for a better night's sleep.,129.99,176,Home
685e2ba4fc13ae2323fa15ec,Ice Cube Tray with Lid,Silicone tray for making ice cubes with a lid to prevent spills.,10.99,284,Kitchen
685e2ba4fc13ae2323fa15ed,Organic Coconut Flour,Finely ground flour from dried coconut meat.,5.49,291,Food 
685e2ba4fc13ae2323fa15ee,Honey Mustard Chicken Breasts,Marinated chicken breasts coated in a sweet honey mustard glaze.,8.99,119,Food 
685e2ba4fc13ae2323fa15ef,Wall-Mounted Wine Rack,Stylish and modern holder for storing wine bottles on walls.,39.99,120,Home
685e2ba4fc13ae2323fa15f0,Wireless Earbud Silicone Covers,Soft silicone earbud covers for comfort and fit.,9.99,352,Accessories
685e2ba4fc13ae2323fa15f1,Pesto Genovese,Traditional basil pesto made with extra virgin olive oil.,6.49,480,Food 
685e2ba4fc13ae2323fa15f2,French Onion Dip,"Creamy dip made with real onions and spices, great for chips and veggies.",2.99,61,Food 
685e2ba4fc13ae2323fa15f3,Smartphone Projector Kit,DIY kit to convert your smartphone into a mini projector.,24.99,490,Electronics
685e2ba4fc13ae2323fa15f4,Graphic Print Leggings,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear.",29.99,464,Clothing 
685e2ba4fc13ae2323fa15f5,BBQ Sauce,"A smoky barbecue sauce, ideal for grilling and dipping.",3.49,146,Food 
685e2ba4fc13ae2323fa15f6,Peach Slices in Syrup,"Sweet and tender peach slices preserved in syrup, great for desserts.",2.59,186,Food 
685e2ba4fc13ae2323fa15f7,Camping Chair,Portable folding camping chair with cup holder.,29.99,147,Outdoor
685e2ba4fc13ae2323fa15f8,Jennifer's Amazing Lip Balm Kit,DIY kit to make your own lip balms in various flavors.,22.99,495,Beauty
685e2ba4fc13ae2323fa15f9,Personal Security Alarm Keychain,Handy keychain that emits a loud alarm for personal safety.,10.99,172,Safety
685e2ba4fc13ae2323fa15fa,Pet Hair Removal Brush,Effective brush for removing loose hair from pets.,14.99,63,Pets
685e2ba4fc13ae2323fa15fb,Sesame Noodles,"Chilled noodles dressed in sesame sauce, ready to eat.",5.99,484,Food 
685e2ba4fc13ae2323fa15fc,Gluten-Free Biscuits,Fluffy biscuits made without gluten,3.79,40,Food 
685e2ba4fc13ae2323fa15fd,Fried Rice,"Pre-cooked vegetable fried rice, just heat and serve.",4.29,396,Food 
685e2ba4fc13ae2323fa15fe,LED Strip Lights,Colorful LED strip lights for home decoration.,19.99,121,Home
685e2ba4fc13ae2323fa15ff,Pest Control Traps,Non-toxic traps for catching household pests safely.,22.99,39,Home
685e2ba4fc13ae2323fa1600,Rechargeable Electric Screwdriver,Convenient electric screwdriver for DIY projects at home.,39.99,460,Tools
685e2ba4fc13ae2323fa1601,Glass Tea Pot,Elegant glass teapot for brewing loose tea.,34.99,26,Kitchen
685e2ba4fc13ae2323fa1602,Sweet Chili Dipping Sauce,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.,2.99,466,Food 
685e2ba4fc13ae2323fa1603,Cucumber,"Fresh and crunchy cucumbers, great for salads.",0.99,128,Food 
685e2ba4fc13ae2323fa1604,Air Purifier,HEPA air purifier for clean indoor air.,129.99,294,Home
685e2ba4fc13ae2323fa1605,Vegetable Fried Rice,Quick and easy fried rice mixed with vegetables and soy sauce.,4.99,353,Food 
685e2ba4fc13ae2323fa1606,Organic Sweet Potatoes,"Fresh and organic sweet potatoes, ideal for roasting.",1.99,384,Food 
685e2ba4fc13ae2323fa1607,Wine Glasses,Set of elegant wine glasses for special occasions.,29.99,441,Home
685e2ba4fc13ae2323fa1608,Sesame Noodles,"Chilled noodles dressed in sesame sauce, ready to eat.",5.99,379,Food 
685e2ba4fc13ae2323fa1609,Home Brewing Starter Kit,All-in-one kit for brewing beer at home.,79.99,87,Food
685e2ba4fc13ae2323fa160a,Organic Coconut Sugar,"A natural sweetener made from coconut sap, a healthier alternative to sugar.",4.19,375,Food 
685e2ba4fc13ae2323fa160b,Wall Calendar,Beautiful wall calendar for organizing your schedule.,17.99,381,Home
685e2ba4fc13ae2323fa160c,Durable Hiking Boots,Comfortable and rugged boots designed for hiking.,89.99,248,Footwear
685e2ba4fc13ae2323fa160d,Grilled Veggie Burgers,Delicious veggie burgers loaded with grilled vegetables.,6.29,169,Food 
685e2ba4fc13ae2323fa160e,Organic Coconut Yogurt,Dairy-free yogurt made from coconut milk.,4.49,411,Food 
685e2ba4fc13ae2323fa160f,Portable Refrigerator Freezer,Compact fridge ideal for camping and road trips.,299.99,120,Outdoor
685e2ba4fc13ae2323fa1610,Teriyaki Beef Jerky,Savory and chewy beef jerky with teriyaki flavor.,5.49,54,Food 
685e2ba4fc13ae2323fa1611,Smart Wi-Fi Camera,Indoor Wi-Fi camera for home security.,89.99,36,Smart Home
685e2ba4fc13ae2323fa1612,Whipped Cream Cheese,"Light and fluffy cream cheese, perfect for bagels or cooking.",2.99,184,Food 
685e2ba4fc13ae2323fa1613,Classic Vanilla Fudge,"Creamy vanilla fudge, a sweet treat for all occasions.",4.49,191,Food 
685e2ba4fc13ae2323fa1614,Kale and Quinoa Salad,"A nutritious salad with kale, quinoa, and a zesty lemon dressing.",6.49,411,Food 
685e2ba4fc13ae2323fa1615,Wrist Support Brace,Comfortable support brace to relieve wrist pain.,19.99,220,Health
685e2ba4fc13ae2323fa1616,Hair Dryer,Compact hair dryer with multiple heat settings.,39.99,397,Beauty
685e2ba4fc13ae2323fa1617,Basmati Rice,"Aromatic long-grain basmati rice, perfect for curries.",5.79,160,Food 
685e2ba4fc13ae2323fa1618,Dish Soap Dispenser,Stylish dish soap dispenser with sponge holder.,18.99,355,Kitchen
685e2ba4fc13ae2323fa1619,Slingback Sandals,Chic slingback sandals for a relaxed summer vibe.,29.99,111,Clothing 
685e2ba4fc13ae2323fa161a,Interactive Plush Toy,"Soft, cuddly toy that interacts with children.",34.99,407,Toys
685e2ba4fc13ae2323fa161b,Honey Glazed Carrots,"Sweet and savory carrots glazed in honey, perfect as a side dish.",3.49,434,Food 
685e2ba4fc13ae2323fa161c,Wall-Mounted Organizer,Practical organizer for keeping your home tidy and clutter-free.,34.99,381,Home
685e2ba4fc13ae2323fa161d,Peas (frozen),"Frozen green peas, a great addition to meals.",1.89,179,Food 
685e2ba4fc13ae2323fa161e,Chicken Salad Kit,All-in-one kit for making delicious chicken salad.,5.99,287,Food 
685e2ba4fc13ae2323fa161f,Glass Tea Pot,Elegant glass teapot for brewing loose tea.,34.99,411,Kitchen
685e2ba4fc13ae2323fa1620,Wall Art Stickers,Removable wall art stickers for home decoration.,19.99,0,Home
685e2ba4fc13ae2323fa1621,Beef Chili,"Hearty beef chili, ready to heat and eat.",4.5,120,Food 
685e2ba4fc13ae2323fa1622,Cheesy Broccoli Soup Mix,Just add water for a hearty cheese and broccoli soup in minutes.,2.99,139,Food 
685e2ba4fc13ae2323fa1623,Folding Table,Portable folding table for outdoor events.,59.99,434,Outdoor
685e2ba4fc13ae2323fa1624,Chocolate Mint Thins,Mint-flavored chocolate candies for a refreshing treat.,2.99,11,Food 
685e2ba4fc13ae2323fa1625,Electric Rice Cooker with Steamer,Cook rice and steam vegetables simultaneously for healthy meals.,49.99,335,Kitchen
685e2ba4fc13ae2323fa1626,Sparkling Blood Orange Soda,A refreshing sparkling beverage with a bold blood orange flavor.,1.99,220,Food 
685e2ba4fc13ae2323fa1627,Outdoor Picnic Blanket,Water-resistant blanket for picnics and outdoor events.,34.99,81,Outdoor
685e2ba4fc13ae2323fa1628,Stainless Steel Travel Mug,Insulated mug to keep drinks hot on the go.,19.99,42,Kitchen
685e2ba4fc13ae2323fa1629,Streaming Device,HD streaming device for accessing popular services.,49.99,37,Electronics
685e2ba4fc13ae2323fa162a,Electric Kettle with Temperature Control,Electric kettle that offers precise temperature settings.,49.99,205,Kitchen
685e2ba4fc13ae2323fa162b,Chipotle Sauce,Spicy sauce made with chipotle peppers,3.29,219,Food 
685e2ba4fc13ae2323fa162c,Electric Hot Pot,Compact electric pot for hot pot dining at home.,49.99,480,Kitchen
685e2ba4fc13ae2323fa162d,Action Camera,Compact action camera for capturing adventures.,199.99,288,Electronics
685e2ba4fc13ae2323fa162e,Children's Backpack,Stylish and functional backpack for school or trips.,29.99,56,Accessories
685e2ba4fc13ae2323fa162f,Wooden Puzzle Game,Classic wooden puzzle game for kids and adults.,14.99,319,Toys
685e2ba4fc13ae2323fa1630,Savory Snack Mix,"A mix of nuts, pretzels, and crackers, seasoned just right for snacking.",4.49,116,Food 
685e2ba4fc13ae2323fa1631,Cheddar Cheese Slices,"Creamy cheddar cheese slices, perfect for sandwiches and snacks.",3.49,279,Food 
685e2ba4fc13ae2323fa1632,Kids' Art Easel,Double-sided art easel for painting and drawing.,58.99,444,Toys
685e2ba4fc13ae2323fa1633,Vegan Alfredo Sauce,"Creamy, dairy-free Alfredo sauce",4.99,266,Food 
685e2ba4fc13ae2323fa1634,Garden Vegetable Soup,"A hearty soup filled with vegetables and herbs, perfect for a light meal.",3.29,216,Food 
685e2ba4fc13ae2323fa1635,Cheese Stuffed Jalapenos,"Spicy jalapenos stuffed with cheese, ideal for appetizers.",5.99,309,Food 
685e2ba4fc13ae2323fa1636,Cotton Quilted Throw Blanket,Cozy throw blanket perfect for adding warmth to your home.,39.99,255,Home
685e2ba4fc13ae2323fa1637,Classic Caesar Salad Kit,Everything you need for a fresh and delicious Caesar salad.,4.99,42,Food 
685e2ba4fc13ae2323fa1638,Chocolate Dipped Fruit,"Fruits dipped in rich chocolate, perfect for desserts.",5.99,133,Food 
685e2ba4fc13ae2323fa1639,Electric Heating Pad,Microwaveable heating pad for muscle pain relief and relaxation.,20.99,465,Health
685e2ba4fc13ae2323fa163a,Protein Bar Variety Pack,A pack of assorted nut and protein bars for a quick energy boost.,12.99,308,Food 
685e2ba4fc13ae2323fa163b,Vegetable Sushi Rolls,Fresh sushi rolls filled with a variety of vegetables.,5.99,161,Food 
685e2ba4fc13ae2323fa163c,Vintage Button-Down Shirt,A retro-style button-down shirt with a relaxed fit.,45.99,8,Clothing 
685e2ba4fc13ae2323fa163d,Picnic Blanket,Waterproof picnic blanket for outdoor fun.,29.99,286,Outdoor
685e2ba4fc13ae2323fa163e,Cordless Water Flosser,Rechargeable water flosser for dental hygiene.,49.99,316,Health
